,,,,,,,,,,
,수집카테고리,필터이름,URL,수집상품 개수,필터 누적 매출금액,,사업자명,수집사이트,총 상품개수,매출합계
,캐주얼 가방,섬김Trade1- 11번가 아마존-캐주얼 가방,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150151&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,남성 가방,섬김Trade1- 11번가 아마존-남성 가방,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150141&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,가방 액세서리,섬김Trade1- 11번가 아마존-가방 액세서리,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150140&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,보스턴 가방,섬김Trade1- 11번가 아마존-보스턴 가방,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150146&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,헬스/요가,섬김Trade1- 11번가 아마존-헬스/요가,https://www.11st.co.kr/amazon/category?dispCtgr3No=1229135&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,여성 란제리,섬김Trade1- 11번가 아마존-여성 란제리,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150116&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,여성 속옷,섬김Trade1- 11번가 아마존-여성 속옷,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150118&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,모자,섬김Trade1- 11번가 아마존-모자,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150160&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,장갑,섬김Trade1- 11번가 아마존-장갑,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150161&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,카메라 액세서리,섬김Trade1- 11번가 아마존-카메라 액세서리,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150022&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,핸들/핸들커버,섬김Trade1- 11번가 아마존-핸들/핸들커버,https://www.11st.co.kr/amazon/category?dispCtgr3No=1151036&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,오토바이 튜닝/부품/정비,섬김Trade1- 11번가 아마존-오토바이 튜닝/부품/정비,https://www.11st.co.kr/amazon/category?dispCtgr3No=1151055&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,오토바이 잡화/액세서리,섬김Trade1- 11번가 아마존-오토바이 잡화/액세서리,https://www.11st.co.kr/amazon/category?dispCtgr3No=1151054&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,헬멧/장갑/부츠,섬김Trade1- 11번가 아마존-헬멧/장갑/부츠,https://www.11st.co.kr/amazon/category?dispCtgr3No=1151056&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,보호장비,섬김Trade1- 11번가 아마존-보호장비,https://www.11st.co.kr/amazon/category?dispCtgr3No=1151050&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,다트/기타레저,섬김Trade1- 11번가 아마존-다트/기타레저,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150199&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,보온/보냉,섬김Trade1- 11번가 아마존-보온/보냉,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150805&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,캠핑 침구,섬김Trade1- 11번가 아마존-캠핑 침구,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150235&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,당구/포켓볼,섬김Trade1- 11번가 아마존-당구/포켓볼,https://www.11st.co.kr/amazon/category?dispCtgr3No=1150192&benefit=MBSHP_PRD&benefit=NON_MBSHP_FREE_DLV,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
,,섬김Trade1- 11번가 아마존-,,,,,,,,
